stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
75,0.5,1.5,76.69861550000496,,76.68357110000215,76.69861550000496,77.19859630003339,77.19859630003339,77.19859630003339,77.49855740001658,77.73303840000881,right,1.5,0,0,0.5263999999733642,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
76,0.5,2.0,77.74832920002518,,77.73315079999156,77.74832920002518,78.24934590002522,78.24934590002522,78.24934590002522,,78.5161321000196,right,2.0,1,1,0.2625438999966718,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
77,0.5,2.0,78.53132680000272,,78.51622430002317,78.53132680000272,79.01517410000088,79.01517410000088,79.03153690003091,79.31669780000811,79.46517030004179,left,-2.0,0,0,0.4421961000189185,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
78,0.5,2.5,79.48136179998983,,79.46525930002099,79.48136179998983,79.96539140003733,79.96539140003733,79.98121120000724,80.26586159999715,80.63437220000196,left,-2.5,1,1,0.6675173000548966,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
79,0.5,2.5,80.64817820000462,,80.63449870003387,80.64817820000462,81.148500100011,81.148500100011,81.148500100011,81.44751900003757,81.76646680000704,left,-2.5,0,0,0.6034535000217147,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
80,0.5,3.0,81.78008350002347,,81.76661970000714,81.78008350002347,82.28156470000977,82.28156470000977,82.28156470000977,82.58081870002206,82.7989774000016,left,-3.0,0,0,0.5148785000201315,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
81,0.5,3.5,82.81402160000289,,82.7990796000231,82.81402160000289,83.31430209998507,83.31430209998507,83.31430209998507,83.61408249998931,83.98216930002673,right,3.5,1,1,0.6655747999902815,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
82,0.5,3.5,83.9966662999941,,83.98229459999129,83.9966662999941,84.4974487000145,84.4974487000145,84.4974487000145,84.79842460004147,84.94788420002442,right,3.5,1,1,0.4348041000193916,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
83,0.5,3.5,84.96350529999472,,84.94799389998661,84.96350529999472,85.46378540003207,85.46378540003207,85.46378540003207,85.76361610001186,86.0486517000245,right,3.5,1,1,0.5787606000085361,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
84,0.5,3.0,86.06307740003103,,86.04878040001495,86.06307740003103,86.56335010001203,86.56335010001203,86.56335010001203,86.86393130000215,86.93132660002448,right,3.0,1,1,0.3555875000311062,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
85,0.5,3.0,86.94730990001699,,86.931422499998,86.94730990001699,87.44640670000808,87.44640670000808,87.44640670000808,87.74727610003902,87.88400100002764,right,3.0,1,1,0.42400180001277477,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
86,0.5,3.0,87.89674270001706,,87.884193600039,87.89674270001706,88.39576580002904,88.39576580002904,88.39576580002904,88.6969738000189,88.83071380003821,right,3.0,1,1,0.4208894000039436,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
87,0.5,2.5,88.84629700001096,,88.83083719998831,88.84629700001096,89.32891680003377,89.32891680003377,89.34525170002598,89.62950909999199,90.0806137000327,left,-2.5,1,1,0.7372747000190429,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
88,0.5,2.5,90.09710730001098,,90.0807195000234,90.09710730001098,90.59650490002241,90.59650490002241,90.59650490002241,90.91332689998671,90.98004410002613,right,2.5,1,1,0.37764200003584847,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
89,0.5,2.5,90.99592529999791,,90.98016830004053,90.99592529999791,91.4961248000036,91.4961248000036,91.4961248000036,91.79576970002381,92.03147929999977,right,2.5,1,1,0.5327831000322476,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
90,0.5,2.0,92.04601819999516,,92.03159920003964,92.04601819999516,92.54633560002549,92.54633560002549,92.54633560002549,92.84590180002851,92.99756129999878,right,2.0,1,1,0.44517080002697185,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
91,0.5,2.0,93.01308430003701,,92.99774660001276,93.01308430003701,93.51289720000932,93.51289720000932,93.5289494000026,93.82857140002307,93.89775870001176,left,-2.0,0,0,0.3832956000114791,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
92,0.5,2.5,93.91202899999917,,93.89788930001669,93.91202899999917,94.41230480000377,94.41230480000377,94.41230480000377,94.71216860000277,94.84582290000981,right,2.5,0,0,0.4274927000515163,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
93,0.5,3.0,94.86182640003972,,94.8463100999943,94.86182640003972,95.36267719999887,95.36267719999887,95.36267719999887,95.67872540000826,95.79559860000154,right,3.0,1,1,0.42105439997976646,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
94,0.5,3.0,95.81158510001842,,95.79570100002456,95.81158510001842,96.29422109998995,96.29422109998995,96.31031620001886,96.59602390002692,96.81100200000219,left,-3.0,1,1,0.5145348999649286,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
95,0.5,3.0,96.82747170003131,,96.81107440002961,96.82747170003131,97.31161330000032,97.31161330000032,97.32807270000922,97.6123206000193,97.89550700003747,right,3.0,1,1,0.5680814000079408,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
96,0.5,2.5,97.91112740000244,,97.89561589999357,97.91112740000244,98.4112014999846,98.4112014999846,98.4112014999846,98.71095929999137,98.87744090001797,right,2.5,1,1,0.4500191999832168,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
97,0.5,2.5,98.89365129999351,,98.87751160003245,98.89365129999351,99.37850440002512,99.37850440002512,99.39432580000721,99.6937035000301,100.04632200003834,right,2.5,1,1,0.6534468000172637,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
98,0.5,2.5,100.0615559000289,,100.04648520000046,100.0615559000289,100.56127589999232,100.56127589999232,100.56127589999232,100.86049099999946,100.99483290000353,right,2.5,1,1,0.4273607999784872,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
99,0.5,2.0,101.01062290003756,,100.99497599998722,101.01062290003756,101.51050410000607,101.51050410000607,101.51050410000607,101.81112760002725,102.16177589999279,left,-2.0,1,1,0.6385785000165924,059408,001,2024-09-09_13h20.40.102,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-09 13h20.49.937546 +0530,
